sample_index,split,reference,sampling_rate,audio_num_samples,audio_duration_sec,whisper_tiny_output,whisper_tiny_latency_sec,whisper_tiny_wer,whisper_base_output,whisper_base_latency_sec,whisper_base_wer,whisper_small_output,whisper_small_latency_sec,whisper_small_wer,whisper_medium_output,whisper_medium_latency_sec,whisper_medium_wer,whisper_large_v3_output,whisper_large_v3_latency_sec,whisper_large_v3_wer,whisper_large_v3t_output,whisper_large_v3t_latency_sec,whisper_large_v3t_wer,gemma3n_e2b_output,gemma3n_e2b_latency_sec,gemma3n_e2b_wer,gemma3n_e4b_output,gemma3n_e4b_latency_sec,gemma3n_e4b_wer,vosk_small_en_us_output,vosk_small_en_us_latency_sec,vosk_small_en_us_wer,vosk_model_en_us_output,vosk_model_en_us_latency_sec,vosk_model_en_us_wer
353,test.clean,THE STYLE AND PLAN OF THE TIMAEUS DIFFER GREATLY FROM THAT OF ANY OTHER OF THE PLATONIC DIALOGUES,16000,125280,7.83,The style and plan of the TME is differ greatly from that of any other of the platonic dialogues.,0.2120946552604437,0.1111111111111111,The style and plan of the Timeas differ greatly from bad of any other of the Platonic dialogues.,0.19187392108142376,0.1111111111111111,The style and plan of the Timeas differ greatly from that of any other of the Platonic Dialogues.,0.26410759426653385,0.05555555555555555,The style and plan of the Timaeus differ greatly from that of any other of the Platonic dialogues.,0.39035768155008554,0.0,The style and plan of the Timaeus differ greatly from that of any other of the Platonic dialogues.,0.5012292200699449,0.0,The style and plan of the Timaeus differ greatly from that of any other of the platonic dialogues.,0.2279286589473486,0.0,The style and plan of the Timaeus differ greatly from that of any other of the Platonic dialogues.,3.9099852461367846,0.0,The style and plan of the Timaeus differ greatly from that of any other of the Platonic dialogues.,4.408082319423556,0.0,the style and when of the to me is differ greatly from bad have any other of the platonic dialogues,1.9800516720861197,0.3333333333333333,the style and plan of the team years differ greatly from that of any other of the platonic dialogues,4.08634122274816,0.1111111111111111
354,test.clean,ROBIN AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THE SQUIRE TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES,16000,109920,6.87,"Robert and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",0.16616178955882788,0.043478260869565216,"Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",0.2155062360689044,0.0,"Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",0.30672470945864916,0.0,"Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",0.5353440698236227,0.0,"Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",0.6098378049209714,0.0,"Robin and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",0.2581850662827492,0.0,Robin and the little tumbler between them tried to force the squire to stand back and very valiantly did these two comfort themselves.,4.579949328675866,0.043478260869565216,"Robert and the little tumbler between them tried to force the squire to stand back, and very valiantly did these two comport themselves.",5.16992530785501,0.043478260869565216,robert in the little tumbler between them tried to force the squire to stand back and very valiantly did these to comport themselves,1.9357162369415164,0.13043478260869565,robert in the little tumbler between them tried to force the squire to stand back and very valiantly to these to comport themselves,2.659946105442941,0.17391304347826086
355,test.clean,WHATEVER APPEALED TO HER SENSE OF BEAUTY WAS STRAIGHTWAY TRANSFERRED TO PAPER OR CANVAS,16000,87120,5.445,Whatever appealed to her sense of beauty was straightaway transferred to paper or canvas.,0.14337810408324003,0.07142857142857142,Whatever appeal to her sense of beauty was straightway transferred to paper or canvas.,0.14390450529754162,0.07142857142857142,Whatever appealed to her sense of beauty was straightway transferred to paper or canvas.,0.21603242214769125,0.0,Whatever appealed to her sense of beauty was straightway transferred to paper or canvas.,0.3435631124302745,0.0,whatever appealed to her sense of beauty was straightway transferred to paper or canvas,0.4317636452615261,0.0,whatever appealed to her sense of beauty was straightway transferred to paper or canvas,0.21428116038441658,0.0,Whatever appeal to her sense of beauty was straightaway transferred to paper or canvas.,2.9524038434028625,0.14285714285714285,Whatever appeal to her sense of beauty was straightway transferred to paper or canvas.,3.329061836004257,0.07142857142857142,whatever appeal to her sense of beauty was to right way transferred to paper or canvas,1.7411537151783705,0.2857142857142857,whatever appeal to her sense of beauty was straightway transferred to paper or canvas,1.9275796441361308,0.07142857142857142
356,test.clean,IN THE LIGHT OF THE MOON I SAW A KNIFE RED WITH BLOOD AND MY HAND TOO WAS ALSO DISCOLOURED,16000,118560,7.41,"In the light of the moon, I saw a knife red with blood, and my hand too was also discolored.",0.16261039394885302,0.05,"In the light of the moon, I saw a knife, red with blood, and my hand too was also discolored.",0.17456151079386473,0.05,In the light of the moon I saw a knife red with blood and my hand too was also discolored.,0.3044109456241131,0.05,"In the light of the moon I saw a knife, red with blood, and my hand, too, was also discolored.",0.4349859915673733,0.05,in the light of the moon i saw a knife red with blood and my hand too was also discolored,0.5607413575053215,0.05,in the light of the moon i saw a knife red with blood and my hand too was also discolored,0.22410362400114536,0.05,"In the light of the moon, I saw a knife red with blood, and my hand too was discolored.",4.092816174030304,0.1,"In the light of the moon, I saw a knife red with blood, and my hand too was also discolored.",4.782661326229572,0.05,in the light of the moon i saw knife red with blood and my hand to was also discolored,2.0803483137860894,0.15,in the light of the moon i saw a knife red with blood and my hand too was also discolored,2.6657889829948545,0.05
357,test.clean,THEY MOVED THEREAFTER CAUTIOUSLY ABOUT THE HUT GROPING BEFORE AND ABOUT THEM TO FIND SOMETHING TO SHOW THAT WARRENTON HAD FULFILLED HIS MISSION,16000,115760,7.235,"They moved there after cautiously about the hut, groping before and about them to find something to show that the warranty had fulfilled his mission.",0.2167582530528307,0.17391304347826086,"They moved there after cautiously about the hut, groping before and about them to find something to show that the warrant had fulfilled his mission.",0.2382296910509467,0.17391304347826086,"They moved thereafter cautiously about the hut, groping before and about them to find something to show that the warrant had fulfilled his mission.",0.3126727920025587,0.08695652173913043,"They moved thereafter cautiously about the hut, groping before and about them to find something to show that the Warrenton had fulfilled his mission.",0.5380877843126655,0.043478260869565216,they moved thereafter cautiously about the hut groping before and about them to find something to show that warrenton had fulfilled his mission you,0.9950084146112204,0.043478260869565216,"They moved thereafter cautiously about the hut, groping before and about them to find something to show that Warrington had fulfilled his mission.",0.2722213929519057,0.043478260869565216,"They moved there after cautiously about the hut, groping before and about them to find something to show that the warrant had fulfilled his mission.",4.948333106935024,0.17391304347826086,"They moved there after cautiously about the hut, groping before and about them to find something to show that the warrant had fulfilled his mission.",5.5486370380967855,0.17391304347826086,they move thereafter cautiously about the hut groping before and about them to find something to show that more internet fulfilled his mission,2.1714087426662445,0.13043478260869565,they moved thereafter cautiously about the hut groping before and about them to find something to show that the warrington had fulfilled his mission,3.0210212925449014,0.08695652173913043
358,test.clean,THE ARMY FOUND THE PEOPLE IN POVERTY AND LEFT THEM IN COMPARATIVE WEALTH,16000,76480,4.78,The Army found the people in poverty and left them in comparative wealth.,0.14829477481544018,0.0,The army found the people in poverty and left them in comparative wealth.,0.1411194894462824,0.0,The army found the people in poverty and left them in comparative wealth.,0.20160652790218592,0.0,The army found the people in poverty and left them in comparative wealth.,0.3151987539604306,0.0,The army found the people in poverty and left them in comparative wealth.,0.4113708920776844,0.0,The army found the people in poverty and left them in comparative wealth.,0.2069987002760172,0.0,The army found the people in poverty and left them in comparative wealth.,2.620347539894283,0.0,The army found the people in poverty and left them in comparative wealth.,2.914539531804621,0.0,the army found the people in poverty and left them in comparative wealth,1.5361854135990143,0.0,the army found that people in poverty and left them in comparative wealth,1.7040673969313502,0.07692307692307693
359,test.clean,THESE HE GAVE TO THREE OF MY BROTHERS,16000,35440,2.215,these two gave to three of my brothers.,0.1169428862631321,0.125,These he gave to three of my brothers.,0.1221451498568058,0.0,These he gave to three of my brothers.,0.15419592522084713,0.0,These he gave to three of my brothers.,0.22875351458787918,0.0,These he gave to three of my brothers.,0.32186710089445114,0.0,These he gave to three of my brothers.,0.1838419260457158,0.0,These he gave to three of my brothers.,1.7482728697359562,0.0,these gave to three of my brothers.,1.7798207690939307,0.125,these he gave the three of my brothers,1.0677836230024695,0.125,these he gave to three of my brothers,1.6030892385169864,0.0
360,test.clean,YOU HAVEN'T SEEN ANY OF THEM NO SIR,16000,64240,4.015,"You haven't seen any of them? No, sir.",0.15006208140403032,0.0,You haven't seen any of them? No sir.,0.17377452179789543,0.0,"You haven't seen any of them? No, sir.",0.22347340546548367,0.0,"You haven't seen any of them? No, sir.",0.3026070650666952,0.0,"You haven't seen any of them? No, sir.",0.522563966922462,0.0,"You haven't seen any of them? No, sir.",0.22178307175636292,0.0,"You haven't seen any of them? No, sir.",2.472647679038346,0.0,"You haven't seen any of them? No, sir.",2.730302033945918,0.0,you haven't seen any of them no sir,1.3005311833694577,0.0,you haven't seen any of them no sir,1.2259281491860747,0.0
361,test.clean,ANOTHER AND FAR MORE IMPORTANT REASON THAN THE DELIVERY OF A PAIR OF EMBROIDERED GLOVES IMPELLED HESTER AT THIS TIME TO SEEK AN INTERVIEW WITH A PERSONAGE OF SO MUCH POWER AND ACTIVITY IN THE AFFAIRS OF THE SETTLEMENT,16000,214880,13.43,Another and far more important reason than the delivery of a pair of embroidered gloves impaled hester at this time to seek an interview with a percentage of so much power and activity in the affairs of the settlement.,0.2661974485963583,0.05128205128205128,Another and far more important reason than the delivery of a pair of embroidered gloves impelled Hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement.,0.31466083507984877,0.0,"Another, and far more important, reason than the delivery of a pair of embroidered gloves impelled Hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement.",0.4478995483368635,0.0,Another and far more important reason than the delivery of a pair of embroidered gloves impelled Hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement.,0.8860686728730798,0.0,another and far more important reason than the delivery of a pair of embroidered gloves impelled hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement you,1.2171379560604692,0.02564102564102564,another and far more important reason than the delivery of a pair of embroidered gloves impelled hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement,0.2835606951266527,0.0,Another and far more important reason than the delivery of a pair of embroidered gloves impelled Hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement.,7.280400700867176,0.0,Another and far more important reason than the delivery of a pair of embroidered gloves impelled Hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement.,8.186460156925023,0.0,another and far more important reason than the delivery of a pair of embroidered gloves impelled hester at this time to seek an interview with a percentage of so much power and activity in the affairs of the settlement,2.8103108629584312,0.02564102564102564,another and far more important reason than the delivery of a pair of embroidered gloves impelled hester at this time to seek an interview with a personage of so much power and activity in the affairs of the settlement,4.175216541625559,0.0
362,test.clean,ONE PERCEIVES WITHOUT UNDERSTANDING IT A HIDEOUS MURMUR SOUNDING ALMOST LIKE HUMAN ACCENTS BUT MORE NEARLY RESEMBLING A HOWL THAN AN ARTICULATE WORD,16000,246720,15.42,"One perceives without understanding it, a hideous murmur, sounding almost like human accents, but more nearly resembling a howl than an articulate word.",0.21536086965352297,0.0,"One perceives, without understanding it, a hideous murmur, sounding almost like human accents, but more nearly resembling a howl than an articulate word.",0.2821437995880842,0.0,"One perceives, without understanding it, a hideous murmur, sounding almost like human accents, but more nearly resembling a howl than an articulate word.",0.34487085323780775,0.0,"One perceives, without understanding it, a hideous murmur, sounding almost like human accents, but more nearly resembling a howl than an articulate word.",0.5461552133783698,0.0,one perceives without understanding it a hideous murmur sounding almost like human accents but more nearly resembling a howl than an articulate word,0.6057584788650274,0.0,one perceives without understanding it a hideous murmur sounding almost like human accents but more nearly resembling a howl than an articulate word,0.24536560475826263,0.0,"one perceives without understanding it a hideous murmur sounding almost like human accents, but more nearly resembling a howl than an articulated word.",4.450240380130708,0.043478260869565216,"One perceives without understanding it a hideous murmur, sounding almost like human accents, but more nearly resembling a howl than an articulated word.",5.170940663665533,0.043478260869565216,one perceives without understanding it a hideous murmur sounding almost like human accents but more nearly resembling a howell than inarticulate word,2.8919846042990685,0.13043478260869565,one perceives without understanding it a hideous murmur sounding almost like human accents but more nearly resembling a howell than an articulate word,5.150508920662105,0.043478260869565216
363,test.clean,THIS TRUTH WHICH I HAVE LEARNED FROM HER LIPS IS CONFIRMED BY HIS FACE IN WHICH WE HAVE BOTH BEHELD THAT OF OUR SON,16000,116880,7.305,This truth which I have learned from her lips is confirmed by his face in which we have both be held that of our son.,0.19304210226982832,0.08333333333333333,"This truth, which I have learned from her lips, is confirmed by His face, in which we have both beheld that of our Son.",0.2233102209866047,0.0,"This truth, which I have learned from her lips, is confirmed by his face, in which we have both beheld that of our son.",0.33221669588238,0.0,"This truth, which I have learned from her lips, is confirmed by his face, in which we have both beheld that of our son.",0.45274466648697853,0.0,this truth which i have learned from her lips is confirmed by his face in which we have both beheld that of our son,0.5603395979851484,0.0,"This truth, which I have learned from her lips, is confirmed by his face, in which we have both beheld that of our son.",0.286432895809412,0.0,"This truth, which I have learned from her lips, is confirmed by his face, in which we have both beheld that of our son.",4.888493036851287,0.0,"This truth which I have learned from her lips is confirmed by his face, in which we have both beheld that of our son.",5.146695799194276,0.0,this truth which i have learned from her lives is confirmed by his face in which we have both be held that of our son,1.904404097236693,0.125,this truth which i have learned from her lips is confirmed by his face in which we have both beheld that of our son,2.6547740660607815,0.0
364,test.clean,THERE WAS SOMETHING INDIVIDUAL ABOUT THE GREAT FARM A MOST UNUSUAL TRIMNESS AND CARE FOR DETAIL,16000,104800,6.55,"There was something individual about the great farm, a most unusual trimness and care for detail.",0.15590448305010796,0.0,"There was something individual about the great farm, a most unusual trimness and care for detail.",0.16818100959062576,0.0,"There was something individual about the Great Farm, a most unusual trim-ness and care for detail.",0.2448545414954424,0.125,"There was something individual about the great farm, a most unusual trimness and care for detail.",0.4144592536613345,0.0,there was something individual about the great farm a most unusual trimness and care for detail you,0.678560633212328,0.0625,there was something individual about the great farm a most unusual trimness and care for detail,0.23159751947969198,0.0,"There was something individual about the great farm, a most unusual trimness and care for detail.",3.438398349098861,0.0,"There was something individual about the great farm, a most unusual trimness and care for detail.",3.852646707557142,0.0,there was something individual about the great farm a most unusual tremendous and care for detail,1.8997940924018621,0.0625,there was something individual about the great farm a most unusual tremendous and care for detail,1.9207425517961383,0.0625
365,test.clean,COME COME I CALLED WHEN NO ONE OBEYED A FIRE,16000,53120,3.32,"Come come I called when no one obeyed, a fire.",0.09007911290973425,0.0,Come come I called when no one obeyed a fire,0.16191377211362123,0.0,"Come, come, I called when no one obeyed, a fire.",0.2040154691785574,0.0,"Come, come, I called, when no one obeyed, a fire.",0.5223403256386518,0.0,come come i called when no one obeyed a fire,0.3446791935712099,0.0,come come i called when no one obeyed a fire,0.19687009882181883,0.0,"Come, come, I called when no one obeyed.",2.1301224445924163,0.2,"Come, come. I called when no one obeyed. A fire.",2.910148711875081,0.0,come come i called when no one obeyed of fire,1.1971390200778842,0.1,come come i called when no one obeyed a fire,1.2259354507550597,0.0
366,test.clean,ON THE MAST ALREADY I SEE THE LIGHT PLAY OF A LAMBENT SAINT ELMO'S FIRE THE OUTSTRETCHED SAIL CATCHES NOT A BREATH OF WIND AND HANGS LIKE A SHEET OF LEAD,16000,159920,9.995,"On the mast already, I see the light play of alignment that St. Air will fire. The Outstretched Seal catches not a breath of wind and hangs like a sheet of lead.",0.20889237616211176,0.1935483870967742,"On the mast already, I see the light play of Alamant and St. Edelwell's fire. The outstretched sail catches not a breath of wind and hangs like a sheet of lead.",0.2692492213100195,0.12903225806451613,"On the mast already, I see the light play of Alamant St. Able's fire. The outstretched sail catches not a breath of wind and hangs like a sheet of lead.",0.37813496496528387,0.12903225806451613,On the mast already I see the light play of a laminate St. Edward's fire. The outstretched sail catches not a breath of wind and hangs like a sheet of lead.,0.7380422726273537,0.0967741935483871,on the mast already i see the light play of a lament of st abel's fire the outstretched sail catches not a breath of wind and hangs like a sheet of lead,0.6835430478677154,0.12903225806451613,on the mast already i see the light play of alamon st abel's fire the outstretched sail catches not a breath of wind and hangs like a sheet of lead,0.2622969150543213,0.12903225806451613,On the mast already. I see the light play of Lament in Saint Abel's fire. The outrigger sail catches not a breath of wind and hangs like a sheet of lead.,6.601641635410488,0.12903225806451613,"on the mast already. I see the light play of a lament, a Saint Elmo's fire. The outstretch sail catches not a breath of wind and hangs like a sheet of lead.",7.84239324554801,0.0967741935483871,on the mast already i see the light play of lamb and st air was fire the outstretched sale catches not a breath of when and hangs like a sheet of oled,2.6137184044346213,0.25806451612903225,on the mast already i see the light play of ulama st elmo's fire the outstretched sil catches not a breath of wind and hangs like a sheet of lead,4.711715490557253,0.12903225806451613
367,test.clean,HE PUT HIS SHOES ON THE TABLE,16000,33040,2.065,He put his shoes on the table.,0.07782533951103687,0.0,He put his shoes on the table.,0.09561362396925688,0.0,He put his shoes on the table.,0.14741188008338213,0.0,He put his shoes on the table.,0.256130020134151,0.0,He put his shoes on the table.,0.30624113138765097,0.0,He put his shoes on the table.,0.17325816489756107,0.0,Dr.,0.5982069978490472,1.0,He put his shoes on the table.,1.7861687587574124,0.0,he put his shoes on the table,1.047336246818304,0.0,he put his shoes on the table,0.7814417146146297,0.0
368,test.clean,PHILIP LEFRANK THIS IS MY OVERLOOKER MISTER JAGO SAID THE OLD MAN FORMALLY PRESENTING US,16000,82240,5.14,"Feelable of Frank, this is my overlooker, Mr. Yago, said the old man formally presenting us.",0.1824597017839551,0.3333333333333333,"Philip LeFrang, this is my overlooker Mr. Yago, said the old man, formally presenting us.",0.20458187349140644,0.2,"Philip LeFranc, this is my overlooker, Mr. Yago, said the old man, formally presenting us.",0.3155157305300236,0.2,"Philip LaFranque, this is my overlooker, Mr. Yago,"" said the old man, formally presenting us.",0.5623253071680665,0.2,philip lefranc this is my overlooker mr iago said the old man formally presenting us,0.49160686787217855,0.2,philip le frank this is my overlooker mr yargo said the old man formally presenting us,0.2212757458910346,0.26666666666666666,Dr.,0.6673125242814422,1.0,"필립 브랜트, 이것은 제 감독관 미스터 야고라고 말했습니다.",3.875288196839392,1.0,of frank this is my overlook or mr jago said the old man formerly presenting us,2.169102813117206,0.4,philip defranco this is my overlocker mr jago said the old man formerly presenting us,1.9081335347145796,0.26666666666666666
369,test.clean,BUT THEY HAVE NOTHING TO DO WITH THE INTERPRETATION OF PLATO AND IN SPIRIT THEY ARE OPPOSED TO HIM,16000,122240,7.64,But they have nothing to do with the interpretation of Plato and in spirit they are opposed to him.,0.10743186343461275,0.0,"But they have nothing to do with the interpretation of Plato, and in spirit they are opposed to him.",0.13288695830851793,0.0,"But they have nothing to do with the interpretation of Plato, and in spirit, they are opposed to him.",0.2218734323978424,0.0,"But they have nothing to do with the interpretation of Plato, and, in spirit, they are opposed to him.",0.4276887811720371,0.0,"But they have nothing to do with the interpretation of Plato, and in spirit they are opposed to him.",0.50568662956357,0.0,but they have nothing to do with the interpretation of plato and in spirit they are opposed to him,0.23821072652935982,0.0,"but they have nothing to do with the interpretation of Plato and in spirit, they are opposed to him.",3.8043363206088543,0.0,"but they have nothing to do with the interpretation of Plato, and in spirit, they are opposed to him.",4.43235759716481,0.0,but they have nothing to do with the interpretation of plato and in spirit they are opposed to him,1.8147216578945518,0.0,but they have nothing to do with the interpretation of plato and in spirit they are opposed to him,2.2363192653283477,0.0
370,test.clean,THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM,16000,64160,4.01,The rector did not ask for a catacysm to hear the lesson from.,0.1502023059874773,0.07692307692307693,The rector did not ask for a catechism to hear the lesson from.,0.17317923065274954,0.0,The rector did not ask for a catechism to hear the lesson from.,0.2671176977455616,0.0,The rector did not ask for a catechism to hear the lesson from.,0.407794582657516,0.0,The rector did not ask for a catechism to hear the lesson from.,0.4382459679618478,0.0,The rector did not ask for a catechism to hear the lesson from.,0.2003974886611104,0.0,The rector did not ask for a catechism to hear the lesson from Dr.,2.9630131842568517,0.07692307692307693,The rector did not ask for a catechism to hear the lesson from Dr.,3.3023957516998053,0.07692307692307693,the rector did not ask for a catechism to hear the lesson from,1.4809973761439323,0.0,the rector did not ask for a catechism to hear the lesson from,1.3805019818246365,0.0
371,test.clean,I NEVER KNEW YOUR EQUALS FOR GALLOWSNESS,16000,45360,2.835,I never knew your equals for galloseness.,0.11623698938637972,0.14285714285714285,I never knew your equals for gallowsness.,0.11125049646943808,0.0,I never knew you're equals for gallows-ness.,0.17242944985628128,0.42857142857142855,I never knew your equals for gallowsness.,0.29384933691471815,0.0,I never knew your equals for gallowsness.,0.3525379551574588,0.0,I never knew your equals for gallowsness.,0.18575061950832605,0.0,I never knew your equals for a Gallowsness.,1.9597213137894869,0.14285714285714285,I never knew your equals for gallowness.,1.9887603400275111,0.14285714285714285,i never knew your equals for gallows nurse,1.1647731335833669,0.2857142857142857,i never knew your equals for a gallows nus,1.6260560462251306,0.42857142857142855
372,test.clean,NOW TO BED BOY,16000,34400,2.15,"Now to bed, boy.",0.11583346780389547,0.0,Now to bed boy,0.12283268664032221,0.0,Now to bed boy,0.13706258032470942,0.0,"Now to bed, boy.",0.23315026331692934,0.0,"Now to bed, boy.",0.3029906237497926,0.0,"Now to bed, boy.",0.17697951197624207,0.0,"Now to bed, boy.",1.2884731898084283,0.0,"Now to bed, boy.",1.4061255110427737,0.0,now to bed boy,0.9601663742214441,0.0,now to bed boy,0.6680563371628523,0.0
373,test.clean,THE STREET CONDUCTORS WERE OF THE OVERHEAD POLE LINE CONSTRUCTION AND WERE INSTALLED BY THE CONSTRUCTION COMPANY THAT HAD BEEN ORGANIZED BY EDISON TO BUILD AND EQUIP CENTRAL STATIONS,16000,175200,10.95,"The street conductors were of the overhead whole line construction, and were installed by the construction company that had been organized by Edison to build any quick central stations.",0.2754524080082774,0.10344827586206896,"The street conductors were of the overhead whole line construction, and were installed by the construction company that had been organized by Edison to build and equip central stations.",0.25071829836815596,0.034482758620689655,The street conductors were of the overhead whole line construction and were installed by the construction company that had been organized by Edison to build and equip central stations.,0.34884237591177225,0.034482758620689655,The street conductors were of the overhead whole line construction and were installed by the construction company that had been organized by Edison to build and equip central stations.,0.5780351180583239,0.034482758620689655,the street conductors were of the overhead pole line construction and were installed by the construction company that had been organized by edison to build and equip central stations,0.6369459647685289,0.0,The street conductors were of the overhead pole line construction and were installed by the construction company that had been organized by Edison to build and equip central stations.,0.2794281402602792,0.0,The street conductors were of the overhead pull line construction. Ad were installed by the construction company that had been organized by Edison to build and equip central stations.,5.434747343882918,0.06896551724137931,The street conductors were of the overhead pull line construction and were installed by the construction company that had been organized by Edison to build and equip central stations.,5.897925998084247,0.034482758620689655,the misread conductors were of the overhead poll line construction at were installed by the construction company that had been organised by edison to build and equipped central stations,2.590144689194858,0.1724137931034483,the street conductors were of the overhead pole line construction and were installed by the construction company that had been organized by edison to build and equip central stations,4.404375813901424,0.0
374,test.clean,MAINHALL LIKED ALEXANDER BECAUSE HE WAS AN ENGINEER,16000,55920,3.495,Maine Hall liked Alexander because he was an engineer.,0.11184160970151424,0.25,Main hall light Alexander because he was an engineer.,0.1391283916309476,0.375,Main hall liked Alexander because he was an engineer.,0.18437533732503653,0.25,Main hall liked Alexander because he was an engineer.,0.27694770228117704,0.25,Main Hall liked Alexander because he was an engineer.,0.3479244150221348,0.25,Maine Hall liked Alexander because he was an engineer.,0.19743337761610746,0.25,Main Hall liked Alexander because he was an engineer.,2.5106329238042235,0.25,Main hall liked Alexander because he was an engineer.,2.786063867621124,0.25,main hall liked alexander because he was an engineer,1.3319485299289227,0.25,main hall liked alexander because he was an engineer,1.265706680715084,0.25
375,test.clean,YOU WILL FORGIVE ME DEAR READER IF I HAVE MADE YOU ATTEND THE FUNERAL OF SILVIA TEN YEARS BEFORE HER DEATH BELIEVE ME I HAVE NO INTENTION OF PERFORMING A MIRACLE YOU MAY CONSOLE YOURSELF WITH THE IDEA THAT I SHALL SPARE YOU THAT UNPLEASANT TASK WHEN POOR SILVIA DIES,16000,292960,18.31,"You will forgive me, dear reader, if I have made you attend the funeral of Sylvia 10 years before her death. Believe me, I have no intention of performing a miracle. You may console yourself with the idea that I shall spare you that unpleasant task when poor Sylvia dies.",0.3550950502976775,0.06,"You will forgive me, dear reader, if I have made you attend the funeral of Sylvia 10 years before her death. Believe me, I have no intention of performing a miracle. You may console yourself with the idea that I shall spare you that unpleasant task when poor Sylvia dies.",0.45968549232929945,0.06,"You will forgive me, dear reader, if I have made you attend the funeral of Sylvia ten years before her death. Believe me, I have no intention of performing a miracle. You may console yourself with the idea that I shall spare you that unpleasant task when poor Sylvia dies.",0.514688154682517,0.04,"You will forgive me, dear reader, if I have made you attend the funeral of Sylvia ten years before her death. Believe me, I have no intention of performing a miracle. You may console yourself with the idea that I shall spare you that unpleasant task when poor Sylvia dies.",0.8403389248996973,0.04,you will forgive me dear reader if i have made you attend the funeral of sylvia ten years before her death believe me i have no intention of performing a miracle you may console yourself with the idea that i shall spare you that unpleasant task when poor sylvia dies,1.0243215328082442,0.04,"You will forgive me, dear reader, if I have made you attend the funeral of Sylvia ten years before her death. Believe me, I have no intention of performing a miracle. You may console yourself with the idea that I shall spare you that unpleasant task when poor Sylvia dies.",0.4116461584344506,0.04,"You will forgive me, dear reader, if I have made you attend the funeral of Sylvia ten years before her death. Believe me, I have no intention of performing a miracle. You may console yourself with the idea that I shall spare you that unpleasant task when poor Sylvia dies.",9.547656925395131,0.04,"You will forgive me, dear reader, if I have made you attend the funeral of Sylvia ten years before her death. Believe me, I have no intention of performing a miracle. You may console yourself with the idea that I shall spare you that unpleasant task when poor Sylvia dies.",10.767625883221626,0.04,you will forgive me dear reader if i have made you attend the funeral of soviet ten years before her death believe me i have no intention of performing a miracle you may console yourself with the idea that i shall spare you that unpleasant task when poor sylvia dies,3.200651320628822,0.04,you will forgive me dear reader if i have made you attend the funeral of sylvia ten years before her death believe me i have no intention of performing a miracle you may console yourself with the idea that i shall spare you that unpleasant task when poor sylvia dies,5.492396302521229,0.04
376,test.clean,AND THE DEATH OF WHICH I DREAMT COULD NOT ALAS,16000,48000,3.0,And the death of which I dream could not alas.,0.09112821333110332,0.1,and the death of which I dreamt could not alas.,0.13814137410372496,0.0,and the death of which I dreamt could not alas.,0.18684182781726122,0.0,"And the death of which I dreamt could not, alas.",0.3032499197870493,0.0,"And the death of which I dreamt could not, alas!",0.38517912197858095,0.0,"And the death of which I dreamt could not, alas,",0.2046080930158496,0.0,And the death of which I dreamt could not alas.,2.1300288271158934,0.0,"And the death of which I dreamt could not, alas,",2.5215628230944276,0.0,and the death of which i dreamt could not alas,1.2883849516510963,0.0,and the death of which i dreamt could not alas,1.3351628445088863,0.0
377,test.clean,IF HE TO KEEP ONE OATH MUST LOSE ONE JOY BY HIS LIFE'S STAR FORETOLD,16000,121840,7.615,"If he, to keep one oath, must lose one joy by his life's star foretold.",0.1438890164718032,0.0,"If he, to keep one oath, must lose one joy by his life's star foretold.",0.1782591175287962,0.0,"If he, to keep one oath, must lose one joy by his life's star foretold.",0.25082162488251925,0.0,"If he, to keep one oath, must lose one joy, By his life's star foretold.",0.38638313580304384,0.0,if he to keep one oath must lose one joy by his life's star foretold,0.4551228070631623,0.0,if he to keep one oath must lose one joy by his life's star foretold,0.20913336426019669,0.0,If he to keep one oath must lose one joy by his life's star foretold.,3.409438671544194,0.0,If he to keep one oath must lose one joy by his life's star foretold.,3.842223474755883,0.0,if he to keep one oath must lose one joy by his life's star ford whole,1.8994474047794938,0.13333333333333333,if he to keep one oath must lose one joy by his life's star foretold,2.0990364849567413,0.0
